game_date,game_info,game_team1Name,game_team1Result,game_team2Name,game_team2Result,game_time
17th of May 2020,"Best of 5

* Grand final. Astralis will have a 1-0 map advantage due to coming from the upper bracket",Astralis,3,G2,0,20:00
